name,type,city,internship_open,paid,monthly_stipend_eur,response_status,address,source_url,last_checked,notes,lat,lon,loc
GA Alliance Brussels,law firm,Brussels,unknown,unknown,,classified,"Boulevard Charlemagne 23, 1000 Brussels",https://www.ga-alliance.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845751,4.362312,approx
Pluxee International,company,Brussels,unknown,unknown,,classified,"Rue Ravenstein 36, 1000 Brussels",https://www.pluxeegroup.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844336,4.372872,approx
Reference Site Collaborative Network,public authority,Brussels,unknown,unknown,,classified,"Rond-Point Schuman 6Box 5, B1040 Brussels",http://www.rscn.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
European Boating Industry,trade association,Brussels,unknown,unknown,,classified,"Square de Meeûs 35, 1000 Brussels",http://www.europeanboatingindustry.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84194,4.369692,approx
Fédération Européenne des Écoles de Cirque professionnelles,NGO,Brussels,unknown,unknown,,classified,"Rue de Meiboom 18, 1000 Brussels",http://www.fedec.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848237,4.369187,approx
European Margarine Association,trade association,Brussels,unknown,unknown,,classified,"Avenue des Arts 44, 1000 Brussels",http://www.imace.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844889,4.36708,approx
Le Conseil National de la Resistance Iranienne-Bruxelles,NGO,Brussels,unknown,unknown,,classified,"Kunstlaan 17Avenue des Arts 17, 1210 Brussels",http://www.ncr-iran.org/en/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.851819,4.377182,approx
Plastics Europe,trade association,Brussels,unknown,unknown,,classified,"Rue Belliard 40Box 16, 1040 Brussels",http://www.plasticseurope.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.837267,4.3924,approx
Forum Europe,public/mixed,Brussels,unknown,unknown,,classified,"Rue d'Arlon 25, 1050 Brussels",http://forum-europe.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.823398,4.375026,approx
Mad'in Europe,company,Brussels,unknown,unknown,,classified,"116, rue Berckmans, 1060 Brussels",https://madineurope.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.828672,4.339079,approx
World Youth Alliance - Europe,NGO,Brussels,unknown,unknown,,classified,"Rue de la Loi 42, B-1040 Brussels",http://www.wya.net,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
European Passengers' Federation,NGO,Brussels,unknown,unknown,,classified,"Koloniënstraat 11, 1000 Brussels",http://www.epf.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84839,4.364879,approx
Servizi all'Industria Italiana S.A.,trade association,Brussels,unknown,unknown,,classified,"Avenue de la Joyeuse Entrée 1Boîte 11, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.831993,4.394391,approx
Orano,company,Brussels,unknown,unknown,,classified,"9-13 rue d'Idalie, 1050 Brussels",http://www.orano.group,2026-07,EU Transparency Register; location approximate (postcode-level).,50.820968,4.379882,approx
Lantbrukarnas Riksförbund,trade association,Brussels,unknown,unknown,,classified,"Rue de Trèves 61, 1040 Brussels",http://www.lrf.se/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836894,4.385589,approx
Brazilian Sugarcane and Bioenergy Industry Association,trade union,Brussels,unknown,unknown,,classified,"Avenue des Arts 19 A/D, 1000 Brussels",http://www.unica.com.br/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846318,4.361181,approx
European Institute for Export Compliance,think tank,Brussels,unknown,unknown,,classified,"European Quarter2-4 Schuman Roundabout, B-1040 Brussels",http://www.eifec.org,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
GCP Europe,trade association,Brussels,unknown,unknown,,classified,"Rond-Point Schuman 2-4, 1040 Brussels",http://www.gcpeurope.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.837259,4.395439,approx
TIAO SA,company,Brussels,unknown,unknown,,classified,"Avenue des Saisons 118A, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.82106,4.380146,approx
European Council on Refugees and Exiles,NGO,Brussels,unknown,unknown,,classified,"Rue de la charité 22, 1210 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.852214,4.374336,approx
European Cyber Security Organisation,NGO,Brussels,unknown,unknown,,classified,"Avenue des arts46, 1000 Brussels",http://www.ecs-org.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845526,4.374635,approx
Smart Village Network Services,public authority,Brussels,unknown,unknown,,classified,"Avenue Gilbert Mullie 55, 1200 Brussels",https://www.smart-village-network.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850765,4.429991,approx
Association of Electronic Toll and Interoperable Service,trade association,Brussels,unknown,unknown,,classified,"Rue du Congrès 35, 1000 Brussels",http://www.aetis-europe.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.85127,4.367428,approx
European Council of Doctoral Candidates and Junior Researchers,NGO,Brussels,unknown,unknown,,classified,"Rue D'Egmont, 11, 1000 Brussels",https://eurodoc.net/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849843,4.358855,approx
European Brain Council,NGO,Brussels,unknown,unknown,,classified,"Rue d'Egmont 11, 1000 Brussels",http://www.braincouncil.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84828,4.364461,approx
Metsäliitto Cooperative,company,Brussels,unknown,unknown,,classified,"Rue Montoyer 40, 7th floor, 1000 Brussels",http://www.metsagroup.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846758,4.369207,approx
Institute for Diplomacy and Economy,think tank,Brussels,unknown,unknown,,classified,"Schuman Roundabout 2-4, Level 6,, 1040 Brussels",https://www.institude.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.830996,4.399624,approx
Orgalim – Europe's Technology Industries,trade association,Brussels,unknown,unknown,,classified,"Avenue des Arts 56, 1000 Brussels",http://www.orgalim.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.851771,4.36999,approx
Bundesverband der Freien Berufe,trade union,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh 116, 1000 Brussels",http://freie-berufe.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.846981,4.361614,approx
European Fund and Asset Management Association,trade association,Brussels,unknown,unknown,,classified,"rue Marie-Therese, 11, 1000 Brussels",http://www.efama.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848097,4.375121,approx
CLOUD INFRASTRUCTURE SERVICES PROVIDERS IN EUROPE,trade association,Brussels,unknown,unknown,,classified,"87 Avenue Louise, 1050 Brussels",https://cispe.cloud/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.822038,4.36962,approx
ENGIE,company,Brussels,unknown,unknown,,classified,"ENGIE CCBoulevard Simon Bolivar 36, 1000 Brussels",http://www.engie.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.85036,4.367472,approx
European Construction Chemicals,trade association,Brussels,unknown,unknown,,classified,"Rue Belliard 40  Bte 12, 1040 Brussels",http://www.efcc.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83181,4.388078,approx
EKD-Büro Brüssel / EKD-Office Brussels,religious,Brussels,unknown,unknown,,classified,"Rue Joseph II, 166, 1000 Brussels",http://www.ekd.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.842045,4.370096,approx
ASOCIACION NACIONAL DE PRODUCTORES DE GANADO PORCINO,trade association,Brussels,unknown,unknown,,classified,"Rue de la Loi 81A, 1040 Brussels",http://www.anprogapor.es,2026-07,EU Transparency Register; location approximate (postcode-level).,50.829933,4.391343,approx
European Portable Battery Association,trade association,Brussels,unknown,unknown,,classified,"Avenue de Tervueren 188a, postbox 4, 1150 Brussels",http://www.epbaeurope.net,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834362,4.435716,approx
Associazione Italiana Lattiero Casearia,trade association,Brussels,unknown,unknown,,classified,"Avenue de la Joyeuse Entrée 1, 1040 Bruxelles, 1040 Brussels",http://www.assolatte.it/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.837502,4.397269,approx
The Premier League,company,Brussels,unknown,unknown,,classified,"Premier LeagueBd du Régent 35, 1000 Brussels",http://www.premierleague.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845877,4.37153,approx
Teneo Brussels,consultancy,Brussels,unknown,unknown,,classified,"56 avenue des Arts, 1000 Brussels",http://www.teneo.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847317,4.370719,approx
European Society of Cardiology,NGO,Brussels,unknown,unknown,,classified,"Rue de la Loi 34, 1000 Brussels",http://www.escardio.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84505,4.367307,approx
Fluxys SA,company,Brussels,unknown,unknown,,classified,"Avenue des Arts 31, 1040 Brussels",http://www.fluxys.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.839313,4.38889,approx
European Association of Service providers for Persons with Disabilities,NGO,Brussels,unknown,unknown,,classified,"Avenue des Nerviens - 85, 1040 Brussels",http://www.easpd.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.833202,4.395181,approx
Europa International,trade union,Brussels,unknown,unknown,,classified,"Rue Gachard 88, 1050 Brussels",https://www.europa-international.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.825183,4.376476,approx
Global Wind Energy Council,trade association,Brussels,unknown,unknown,,classified,"Rue d'Arlon 63/67, 1040 Brussels",https://www.gwec.net,2026-07,EU Transparency Register; location approximate (postcode-level).,50.830908,4.38966,approx
C&V DEFENCE,consultancy,Brussels,unknown,unknown,,classified,"Rue d'Arlon 25, 1050 Brussels",http://www.cnv-defence.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.823169,4.381045,approx
COMITE DE LIAISON ENTREPRENEURIAT-AGRICULTURE-DEVELOPPEMENT,trade association,Brussels,unknown,unknown,,classified,"17 Rue du BergerWork17, 1050 Brussels",https://www.colead.link,2026-07,EU Transparency Register; location approximate (postcode-level).,50.826411,4.376678,approx
NAVANTIA,company,Brussels,unknown,unknown,,classified,"Rue des 2 Églises, 29, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844179,4.372349,approx
Science Europe,NGO,Brussels,unknown,unknown,,classified,"Rue de la Science, 14, 1040 Brussels",http://www.scienceeurope.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836432,4.392661,approx
European-Turkish Trade and Investment Council,trade association,Brussels,unknown,unknown,,classified,"Avenue Louise 500, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.826849,4.372803,approx
"CLECAT - European association for forwarding, transport, logistic and Customs services",trade association,Brussels,unknown,unknown,,classified,"Rue du Commerce, 77, 1040 Brussels",http://www.clecat.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83426,4.395446,approx
"Mitsubishi Heavy industries EMEA, Ltd.",company,Brussels,unknown,unknown,,classified,"Rue Froissart 95-99, 1040 Brussels",https://www.mhi.com/company/regions/emea,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83194,4.393162,approx
Secure Identity Alliance ASBL,trade association,Brussels,unknown,unknown,,classified,"Rue du Congrès,35, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.844898,4.372326,approx
European Federation of the Sanitary and Heating Wholesale Trade,trade association,Brussels,unknown,unknown,,classified,"Rue Belliard 12C/O Grayling, 1040 Brussels",https://festassociation.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.832679,4.394197,approx
Cisco Systems Inc.,company,Brussels,unknown,unknown,,classified,"Cisco SystemsSquare de Meeus 37, 1000 Brussels",http://www.cisco.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848874,4.37048,approx
Cine-Regio AISBL (European Associations of Regional film & AV funds),NGO,Brussels,unknown,unknown,,classified,"Bischoffsheimlaan 38, 1000 Brussels",http://www.cineregio.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847284,4.363604,approx
European Coordination of Committees and Associations for Palestine,NGO,Brussels,unknown,unknown,,classified,"rue Stévin, 115, 1000 Brussels",http://www.eccpalestine.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847302,4.358861,approx
European Vegetarian Union,NGO,Brussels,unknown,unknown,,classified,"Avenue des Arts ‑ Kunstlaan 44, 1000 Brussels",https://www.euroveg.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.85013,4.372044,approx
European Federation for Missing and Sexually Exploited Children (Missing Children Europe),NGO,Brussels,unknown,unknown,,classified,"Rue des Colonies 11, 1000 Brussels",http://www.missingchildreneurope.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843623,4.365413,approx
Bundesverband Digitalpublisher und Zeitungsverleger,trade association,Brussels,unknown,unknown,,classified,"Rue de Namur 73Ac/o ENPA, 1000 Brussels",http://www.bdzv.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845157,4.362822,approx
Greentervention,NGO,Brussels,unknown,unknown,,classified,"Quai aux briques 22, 1000 Brussels",http://www.greentervention.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849843,4.358855,approx
E-MOBILITY EUROPE,NGO,Brussels,unknown,unknown,,classified,"Rue Joseph II 36-38, 1000 Brussels",https://www.emobilityeurope.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848181,4.370295,approx
